Node_0_B_0,genesis
Node_13_B_0,Node_5_B_0
Node_5_B_0,Node_8_B_1
Node_9_B_0,Node_7_B_1
Node_0_B_1,Node_7_B_1
Node_11_B_0,Node_6_B_2
Node_6_B_2,Node_4_B_1
Node_4_B_1,Node_6_B_1
Node_6_B_1,Node_3_B_0
Node_3_B_0,Node_7_B_1
Node_7_B_1,Node_7_B_0
Node_7_B_0,Node_8_B_1
Node_8_B_1,Node_12_B_1
Node_12_B_1,Node_8_B_0
Node_10_B_0,Node_8_B_0
Node_8_B_0,Node_12_B_0
Node_12_B_0,Node_4_B_0
Node_6_B_0,Node_4_B_0
Node_4_B_0,genesis
Node_2_B_0,genesis
